# spec/derived/rules.tsv
#
# Generated by `cargo run -p xtask -- derive`. Do not edit. `derive --check`
# fails when rereading the snapshot would change a byte, and a hand edit is a bug
# even when it is correct, because the next revision of the specification will
# not carry it forward (ADR 0009).
#
# One row per statement of JLReq this library answers for: every section of §3 and of Appendices B through F that states something in its own words, and every note of §B.2, §C.2, §D.2 and §E.2.
#
# Source: spec/snapshot/index.html
# Source SHA-256: cfb1def5bf1594d59080a26d8d03c2670bb3116490ab57ef6e131b166a7c832f
# Reader: xtask/src/derive.rs, xtask/src/inventory.rs
# Reader SHA-256: 71d060ca426af22f7aa6b34424a01c5035090d63895e5543db9be62e97880231

address	name	standing	direction_conditional	statement_en	statement_ja
C.2#10	C_2_NOTE_10	Normative	false	There are two approaches: one is to allow a line to break between preceding grouped numerals (cl-24) and trailing Western characters (cl-27), and the other is not to.	前に配置する連数字中の文字（cl-24）と後ろに配置する欧文用文字（cl-27）との字間では，分割可とする方法と，分割不可とする方法とがある．
C.2#11	C_2_NOTE_11	Normative	false	A line break opportunity generally exists between preceding Western characters (cl-27) and trailing postfixed abbreviations (cl-13), unless the preceding Western character (cl-27) is used as a symbol of a quantity or a European numeral, in which case a line break is not allowed between them.	前に配置する欧文用文字（cl-27）の後ろに後置省略記号（cl-13）を配置する場合は，一般に分割可である．しかし，前に配置する欧文用文字（cl-27）が量を示す記号（量記号）又はアラビア数字の場合は分割不可とする．
C.2#12	C_2_NOTE_12	Normative	false	There is no line break opportunity between two consecutive Western characters (cl-27). In order to break a line in the middle of a Western word, it needs to be divided into two syllables first. Then a line can be broken between the two by adding HYPHEN "-" at the line end.	前に配置する欧文用文字（cl-27）と後ろに配置する欧文用文字（cl-27）との字間では，分割不可である．ただし，欧文用文字（cl-27）で構成する単語を音節に従い分割し，行末にハイフン[-] (HYPHEN)を付けることで，分割が可能になる．
C.2#13	C_2_NOTE_13	Normative	false	There is no line break opportunity between two consecutive characters belonging to the same set of characters in tate-chu-yoko (cl-30). If two consecutive characters belong to different sets of characters in tate-chu-yoko (cl-30), there a line break opportunity exists between them.	後ろに配置する“縦中横中の文字（cl-30）の文字が，前に配置する縦中横中の文字（cl-30）と同一の縦中横のグループに属する場合は，分割不可とする．後ろに配置する縦中横中の文字（cl-30）の文字が，前に配置する縦中横中の文字（cl-30）とは別のグループに属する縦中横の場合は，分割可とする．
D.2#1	D_2_NOTE_1	Normative	false	The default unadjusted spacing when a middle dot (cl-05) is followed by a middle dot (cl-05), is the sum of the conditional quarter em space accompanying the preceding middle dot (cl-05) and the conditional quarter em space accompanying the trailing middle dot (cl-05). Tables 3 and 4 allow these two instances of quarter em space to be reduced, to leave no space as a minimum. The priority order in space reduction is the fourth in Table 3, and it is the second priority in Table 4.	前に配置する文字クラスが中点類（cl-05）で後ろに配置する文字クラスが中点類（cl-05）の場合の原則的なアキは，前に配置する中点類（cl-05）の文字サイズの四分アキ＋後ろに配置する中点類（cl-05）の文字サイズの四分アキである．表3及び表4では，この2つの四分アキをベタ組まで詰める調整が可能である．表3の優先順位は第4段階，表4の優先順位は第2段階である．
D.2#2	D_2_NOTE_2	Normative	false	The default unadjusted space when a full stop (cl-06) is followed by a middle dot (cl-05), is the sum of the conditional half em space accompanying the preceding full stop (cl-06) and the conditional quarter em space accompanying the trailing middle dot (cl-05). Tables 3 and 4 allow the quarter em space accompanying the trailing middle dot (cl-05) to be reduced, to leave no space as a minimum. The priority order in space reduction is the fourth in Table 3, and it is the second priority in Table 4.	前に配置する文字クラスが句点類（cl-06）で後ろに配置する文字クラスが中点類（cl-05）の場合の原則的なアキは，前に配置する句点類（cl-06）の文字サイズの二分アキ＋後ろに配置する中点類（cl-05）の文字サイズの四分アキである．表3及び表4では，後ろに配置する中点類（cl-05）の四分アキをベタ組まで詰める調整が可能である．表3の優先順位は第4段階，表4の優先順位は第2段階である．
D.2#3	D_2_NOTE_3	Normative	false	The default unadjusted space when a comma (cl-07) is followed by a middle dot (cl-05), is the sum of the conditional half em space accompanying the preceding comma (cl-07) and the conditional quarter em space accompanying the trailing middle dot (cl-05) (in Table 4, the conditional half space accompanying preceding comma (cl-07) and the conditional quarter space accompanying trailing middle dot (cl-05) can be reduced to solid setting). Table 5 allows the conditional half em space accompanying preceding comma (cl-07) to be reduced to a quarter space as a minimum. The priority order in space reduction for the conditional space accompanying middle dots (cl-05) is the fourth in Table 3 and the second in Table 4. The priority order in space reduction for the conditional space accompanying comma (cl-07) is the fifth in Table 3 and the third in Table 5.	前に配置する文字クラスが読点類（cl-07）で後ろに配置する文字クラスが中点類（cl-05）の場合の原則的なアキは，前に配置する読点類（cl-07）の文字サイズの二分アキ＋後ろに配置する中点類（cl-05）の文字サイズの四分アキである（表4では後ろに配置する中点類（cl-05）の文字サイズの四分アキ）．表3では，前に配置する読点類（cl-07）の二分アキ及び後ろに配置する中点類（cl-05）の四分アキをベタ組まで詰める調整が可能である．表4では，後ろに配置する中点類（cl-05）の四分アキをベタ組まで詰める調整が可能である．表5では，前に配置する読点類（cl-07）の二分アキを四分アキまで詰める調整が可能である．中点類（cl-05）の調整の優先順位は，表3は第4段階，表4は第2段階である．読点類（cl-07）の調整の優先順位は，表3は第5段階，表5は第3段階である．
D.2#4	D_2_NOTE_4	Normative	false	There is no opportunity for space reduction for a Western word space (cl-26) at the line head and at the line end since there is supposed to be no visible space. The same applies to the Western word space (cl-26) at the line head or the line end of warichu (inline cutting note). If the condition is changed for the same text, restore the default visible space for Western word space (cl-26).	行頭又は行末の欧文間隔（cl-26）は，空き量を0とするので，詰める処理の対象にならない．割注の行頭又は行末に欧文間隔（cl-26）を配置する場合も同様である．ただし，この部分が移動し，これとは異なる配置になった場合は，欧文間隔（cl-26）の空き量を確保する．
D.2#5	D_2_NOTE_5	Normative	false	Table 3, and only Table 3, allows the preceding and trailing conditional quarter em space accompanying middle dots (cl-05) to be reduced to leave no space. The priority order is the third.	表3に限るが，行末に配置する中点類（cl-05）の前及び後ろの四分アキを一緒にベタ組にする処理が可能である．優先順位は第3段階である．
E.2#1	E_2_NOTE_1	Normative	false	If the IDEOGRAPHIC ITERATION MARK "々" is allowed to appear at the head of a line or that of inline cutting note, the character shall be treated as a member of the ideographic character (cl-19) class. (For how it behaves in combination with other character classes, see the cells for ideographic characters (cl-19).)	繰返し記号[々] (IDEOGRAPHIC ITERATION MARK)を行頭又は割注行頭に配置することを許容する場合，繰返し記号[々] (IDEOGRAPHIC ITERATION MARK)は漢字等（cl-19）の文字クラスに含める（その扱いは漢字等（cl-19）の欄を参照）．
E.2#2	E_2_NOTE_2	Normative	false	If a prolonged sound mark (cl-10) is allowed to appear at the line head or that of inline cutting note, the character shall be treated as a member of the katakana (cl-16) class. (For how it behaves in combination with other character classes, see the cells for katakana (cl-16).)	長音記号（cl-10）を行頭又は割注行頭に配置することを許容する場合，それは片仮名（cl-16）の文字クラスに含める（その扱いは片仮名（cl-16）の欄を参照）．
E.2#3	E_2_NOTE_3	Normative	false	If small kana (cl-11) are allowed to appear at the head of a line or that of inline cutting note, the character shall be treated as a member of the hiragana (cl-15) or katakana (cl-16) class accordingly, depending on the script type of the character. (For how it behaves in combination with other character classes, see the cells for hiragana (cl-15) or katakana (cl-16).)	小書きの仮名（cl-11）を行頭又は割注行頭に配置することを許容する場合，小書きの平仮名は平仮名（cl-15）の文字クラスに含め，小書きの片仮名は片仮名（cl-16）の文字クラスに含める（その扱いは平仮名（cl-15）又は片仮名（cl-16）の欄を参照）．
E.2#4	E_2_NOTE_4	Normative	false	A third order opportunity exists for inter-character spacing expansion, to take up to a maximum of a quarter em space, with respect to the corresponding character size, between two consecutive inseparable characters (cl-08) which are of different kinds.	後ろに配置する分離禁止文字（cl-08）の文字が，前に配置する分離禁止文字（cl-08）とは別の種類の文字の場合，優先順位が第3段階の最大で四分アキまで文字サイズ比で均等に空ける処理は可とする．
E.2#5	E_2_NOTE_5	Normative	false	A third order opportunity exists for inter-character spacing expansion, to take up to a maximum of a quarter em space, with respect to the corresponding character size, between the two consecutive characters which belong to different ornamented character complexes (cl-21)	後ろに配置する親文字群中の文字（添え字付き）（cl-21）の文字が，前に配置する親文字群中の文字（添え字付き）（cl-21）とは別の親文字群の文字の場合，優先順位が第3段階の最大で四分アキまで文字サイズ比で均等に空ける処理は可とする．それ以外は，空け処理否とする．
E.2#6	E_2_NOTE_6	Normative	false	A third order opportunity exists for inter-character spacing expansion, to take up to a maximum of a quarter em space, with respect to the corresponding character size, if the two consecutive characters belong to different simple-ruby character complexes (cl-22). If not, inter-character spacing expansion is not allowed.	後ろに配置する親文字群中の文字（熟語ルビ以外のルビ付き）（cl-22）の文字が，前に配置する親文字群中の文字（熟語ルビ以外のルビ付き）（cl-22）とは別の親文字群の文字の場合，優先順位が第3段階の最大で四分アキまで文字サイズ比で均等に空ける処理は可とする．それ以外は，空け処理否とする．
E.2#7	E_2_NOTE_7	Normative	false	A third order opportunity exists for inter-character spacing expansion, to take up to a maximum of a quarter em space, with respect to the corresponding character size, if the two consecutive base characters belonging to different jukugo-ruby character complexes (cl-23). If not, inter-character spacing expansion is not allowed.	後ろに配置する親文字群中の文字（熟語ルビ付き）（cl-23）の文字が，前に配置する親文字群中の文字（熟語ルビ付き）（cl-23）とは別の親文字群の文字の場合，優先順位が第3段階の最大で四分アキまで文字サイズ比で均等に空ける処理は可とする．それ以外は，空け処理否とする．
E.2#8	E_2_NOTE_8	Normative	false	There is no opportunity for inter-character spacing expansion between a preceding grouped numeral (cl-24) and a trailing postfixed abbreviation (cl-13), unless the alternative approach is chosen which allows a line to break between a preceding grouped numeral (cl-24) and the trailing PERCENT SIGN "%", where PERCENT SIGN "%" shall be treated as a member of the ideographic character (cl-19) class, in front of which inter-character spacing is expandable.	前に配置する連数字中の文字（cl-24）と後ろに配置する後置省略記号（cl-13）の字間は，空ける調整に使用できない．ただし，パーセント記号[％] (PERCENT SIGN)については，前に配置する連数字中の文字（cl-24）との字間で2行に分割することを許容する方法もある．この場合は，パーセント記号[％] (PERCENT SIGN)は，漢字等（cl-19）の文字クラスに含めるので，空ける調整が可能な箇所になる．
E.2#9	E_2_NOTE_9	Normative	false	There is an alternative way to give a third order opportunity for inter-character spacing expansion, to take up to a maximum of a quarter em space, with respect to the corresponding character size, between a preceding grouped numeral (cl-24) and a trailing Western character (cl-27).	前に配置する連数字中の文字（cl-24）と後ろに配置する欧文用文字（cl-27）との字間で優先順位が第3段階の最大で四分アキまで文字サイズ比で均等に空ける処理は可とする方法もある．
E.2#10	E_2_NOTE_10	Normative	false	A third order opportunity exists for inter-character spacing expansion between a preceding Western character (cl-27) and a trailing postfixed abbreviation (cl-13), unless the preceding Western character (cl-27) is used as a symbol of a quantity or a European numeral, in which case no inter-character spacing expansion is allowed between them.	前に配置する欧文用文字（cl-27）と後ろに配置する後置省略記号（cl-13）の字間は，空ける調整が可能な箇所である（優先順位は第3段階）．しかし，前に配置する欧文用文字（cl-27）が量を示す記号（量記号）又はアラビア数字の場合は，空ける調整箇所としてはならない．
E.2#11	E_2_NOTE_11	Normative	false	There is an alternative way to give a fourth order opportunity for inter-character spacing expansion with respect to the corresponding character size, between two consecutive Western characters (cl-27).	前に配置する欧文用文字（cl-27）と後ろに配置する欧文用文字（cl-27）との字間で優先順位が第4段階の文字サイズ比で均等に空ける処理は可とする方法もある．
E.2#12	E_2_NOTE_12	Normative	false	A third order opportunity exists for the inter-character spacing expansion, to take up to a maximum of a quarter em space, with respect to the corresponding character size, if two consecutive characters belong to different runs of characters in tate-chu-yoko (cl-30). If not, inter-character spacing expansion is not allowed.	後ろに配置する縦中横中の文字（cl-30）の文字が，前に配置する縦中横中の文字（cl-30）とは別のグループに属する縦中横の場合，優先順位が第3段階の最大で四分アキまで文字サイズ比で均等に空ける処理は可とする．それ以外は，空け処理否とする．
